,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
6683,269,90,250729.0,,,,,250729.0
6684,269,91,250717.0,,,,,250717.0
6685,269,92,250706.0,,,,,250706.0
6686,269,93,250697.0,,,,,250697.0
6687,269,94,250687.0,,,,,250687.0
6688,269,95,250680.0,,,,,250680.0
6689,269,96,250671.0,,,,,250671.0
6690,269,97,250665.0,,,,,250665.0
6691,269,98,250659.0,,,,,250659.0
6692,269,99,250653.0,,,,,250653.0
6693,269,100,250648.0,,,,,250648.0
6694,269,101,250645.0,,,,,250645.0
6695,269,102,250641.0,,,,,250641.0
6696,269,103,250639.0,,,,,250639.0
6697,269,104,250637.0,,,,,250637.0
6698,269,105,250636.0,250638.0,119.148,1969.89,-0.667,250638.0
6699,269,106,250636.0,250639.0,119.815,1968.44,-1.667,250639.0
6700,269,107,250638.0,250640.0,121.482,1965.99,-3.108,250640.0
6701,269,108,250641.0,250642.0,124.59,1962.1,-4.721,250642.0
6702,269,109,250645.0,250647.0,129.312,1956.6,-5.524,250647.0
6703,269,110,250650.0,250652.0,134.836,1950.29,0.0,250652.0
6704,269,111,250656.0,,,,,250656.0
6705,269,112,250663.0,,,,,250663.0
6706,269,113,250671.0,,,,,250671.0
6707,269,114,250680.0,,,,,250680.0
6708,270,82,251794.0,,,,,251794.0
6709,270,83,251776.0,,,,,251776.0
6710,270,84,251756.0,,,,,251756.0
6711,270,85,251740.0,,,,,251740.0
6712,270,86,251721.0,,,,,251721.0
6713,270,87,251707.0,,,,,251707.0
6714,270,88,251692.0,,,,,251692.0
6715,270,89,251680.0,,,,,251680.0
6716,270,90,251666.0,,,,,251666.0
6717,270,91,251655.0,,,,,251655.0
6718,270,92,251643.0,,,,,251643.0
6719,270,93,251634.0,,,,,251634.0
6720,270,94,251623.0,,,,,251623.0
6721,270,95,251616.0,,,,,251616.0
6722,270,96,251607.0,,,,,251607.0
6723,270,97,251601.0,,,,,251601.0
6724,270,98,251593.0,,,,,251593.0
6725,270,99,251589.0,,,,,251589.0
6726,270,100,251583.0,,,,,251583.0
6727,270,101,251580.0,,,,,251580.0
6728,270,102,251575.0,,,,,251575.0
6729,270,103,251574.0,,,,,251574.0
6730,270,104,251571.0,,,,,251571.0
6731,270,105,251571.0,251573.0,122.357,1974.75,0.865,251573.0
6732,270,106,251569.0,251572.0,121.492,1974.83,-2.735,251572.0
6733,270,107,251572.0,251574.0,124.227,1971.32,-0.863,251574.0
6734,270,108,251573.0,251574.0,125.09,1969.67,-5.624,251574.0
6735,270,109,251578.0,251580.0,130.714,1963.27,-3.965,251580.0
6736,270,110,251581.0,251583.0,134.679,1958.52,0.0,251583.0
6737,270,111,251588.0,,,,,251588.0
6738,270,112,251594.0,,,,,251594.0
6739,270,113,251603.0,,,,,251603.0
6740,270,114,251610.0,,,,,251610.0
6741,271,82,252736.0,,,,,252736.0
6742,271,83,252716.0,,,,,252716.0
6743,271,84,252697.0,,,,,252697.0
6744,271,85,252679.0,,,,,252679.0
6745,271,86,252662.0,,,,,252662.0
6746,271,87,252646.0,,,,,252646.0
6747,271,88,252630.0,,,,,252630.0
6748,271,89,252617.0,,,,,252617.0
6749,271,90,252604.0,,,,,252604.0
6750,271,91,252592.0,,,,,252592.0
6751,271,92,252581.0,,,,,252581.0
6752,271,93,252570.0,,,,,252570.0
6753,271,94,252560.0,,,,,252560.0
6754,271,95,252552.0,,,,,252552.0
6755,271,96,252544.0,,,,,252544.0
6756,271,97,252537.0,,,,,252537.0
6757,271,98,252530.0,,,,,252530.0
6758,271,99,252525.0,,,,,252525.0
6759,271,100,252519.0,,,,,252519.0
6760,271,101,252515.0,,,,,252515.0
6761,271,102,252511.0,,,,,252511.0
6762,271,103,252508.0,,,,,252508.0
6763,271,104,252506.0,,,,,252506.0
6764,271,105,252505.0,,,,,252505.0
6765,271,106,252504.0,252507.0,124.758,1979.64,-1.232,252507.0
6766,271,107,252505.0,252507.0,125.99,1977.63,-1.783,252507.0
6767,271,108,252506.0,252509.0,127.773,1975.06,-3.329,252509.0
6768,271,109,252509.0,252511.0,131.102,1970.95,-4.846,252511.0
6769,271,110,252514.0,252516.0,135.947,1965.32,0.0,252516.0
6770,271,111,252519.0,,,,,252519.0
6771,271,112,252526.0,,,,,252526.0
6772,271,113,252533.0,,,,,252533.0
6773,271,114,252541.0,,,,,252541.0
6774,272,82,253675.0,,,,,253675.0
6775,272,83,253657.0,,,,,253657.0
6776,272,84,253636.0,,,,,253636.0
6777,272,85,253620.0,,,,,253620.0
6778,272,86,253601.0,,,,,253601.0
6779,272,87,253586.0,,,,,253586.0
6780,272,88,253569.0,,,,,253569.0
6781,272,89,253556.0,,,,,253556.0
6782,272,90,253541.0,,,,,253541.0
6783,272,91,253530.0,,,,,253530.0
6784,272,92,253517.0,,,,,253517.0
6785,272,93,253508.0,,,,,253508.0
6786,272,94,253496.0,,,,,253496.0
6787,272,95,253489.0,,,,,253489.0
6788,272,96,253479.0,,,,,253479.0
6789,272,97,253473.0,,,,,253473.0
6790,272,98,253465.0,,,,,253465.0
6791,272,99,253460.0,,,,,253460.0
6792,272,100,253454.0,,,,,253454.0
6793,272,101,253451.0,,,,,253451.0
6794,272,102,253445.0,,,,,253445.0
6795,272,103,253444.0,,,,,253444.0
6796,272,104,253440.0,,,,,253440.0
6797,272,105,253440.0,,,,,253440.0
6798,272,106,253438.0,253440.0,126.58,1985.89,-2.211,253440.0
6799,272,107,253439.0,253442.0,128.792,1982.9,-0.215,253442.0
6800,272,108,253439.0,253441.0,129.007,1981.9,-4.575,253441.0
6801,272,109,253443.0,253445.0,133.582,1976.54,-2.434,253445.0
6802,272,110,253445.0,253447.0,136.016,1973.32,-6.756,253447.0
6803,272,111,253452.0,253454.0,142.773,1965.78,0.0,253454.0
6804,272,112,253456.0,,,,,253456.0
6805,272,113,253465.0,,,,,253465.0
6806,272,114,253471.0,,,,,253471.0
6807,272,115,253481.0,,,,,253481.0
6808,273,82,254617.0,,,,,254617.0
6809,273,83,254597.0,,,,,254597.0
6810,273,84,254577.0,,,,,254577.0
6811,273,85,254559.0,,,,,254559.0
6812,273,86,254542.0,,,,,254542.0
6813,273,87,254525.0,,,,,254525.0
6814,273,88,254509.0,,,,,254509.0
6815,273,89,254494.0,,,,,254494.0
6816,273,90,254480.0,,,,,254480.0
6817,273,91,254468.0,,,,,254468.0
6818,273,92,254455.0,,,,,254455.0
6819,273,93,254445.0,,,,,254445.0
6820,273,94,254434.0,,,,,254434.0
6821,273,95,254425.0,,,,,254425.0
6822,273,96,254416.0,,,,,254416.0
6823,273,97,254409.0,,,,,254409.0
6824,273,98,254401.0,,,,,254401.0
6825,273,99,254396.0,,,,,254396.0
6826,273,100,254390.0,,,,,254390.0
6827,273,101,254385.0,,,,,254385.0
6828,273,102,254381.0,,,,,254381.0
6829,273,103,254378.0,,,,,254378.0
6830,273,104,254375.0,,,,,254375.0
6831,273,105,254374.0,,,,,254374.0
6832,273,106,254373.0,254375.0,130.018,1990.52,-0.615,254375.0
6833,273,107,254373.0,254375.0,130.633,1989.13,-1.34,254375.0
6834,273,108,254373.0,254376.0,131.973,1987.0,-2.534,254376.0
6835,273,109,254375.0,254378.0,134.507,1983.69,-3.876,254378.0
6836,273,110,254378.0,254381.0,138.383,1979.03,-4.253,254381.0
6837,273,111,254383.0,254385.0,142.636,1973.99,0.0,254385.0
6838,273,112,254389.0,,,,,254389.0
6839,273,113,254396.0,,,,,254396.0
6840,273,114,254403.0,,,,,254403.0
6841,273,115,254412.0,,,,,254412.0
6842,274,83,255538.0,,,,,255538.0
6843,274,84,255517.0,,,,,255517.0
6844,274,85,255500.0,,,,,255500.0
6845,274,86,255481.0,,,,,255481.0
6846,274,87,255465.0,,,,,255465.0
6847,274,88,255447.0,,,,,255447.0
6848,274,89,255434.0,,,,,255434.0
6849,274,90,255418.0,,,,,255418.0
6850,274,91,255406.0,,,,,255406.0
6851,274,92,255392.0,,,,,255392.0
6852,274,93,255383.0,,,,,255383.0
6853,274,94,255371.0,,,,,255371.0
6854,274,95,255363.0,,,,,255363.0
6855,274,96,255352.0,,,,,255352.0
6856,274,97,255345.0,,,,,255345.0
6857,274,98,255337.0,,,,,255337.0
6858,274,99,255332.0,,,,,255332.0
6859,274,100,255324.0,,,,,255324.0
6860,274,101,255321.0,,,,,255321.0
6861,274,102,255315.0,,,,,255315.0
6862,274,103,255313.0,,,,,255313.0
6863,274,104,255309.0,,,,,255309.0
6864,274,105,255309.0,,,,,255309.0
6865,274,106,255306.0,,,,,255306.0
6866,274,107,255307.0,255310.0,133.714,1994.12,0.227,255310.0
6867,274,108,255306.0,255309.0,133.487,1993.56,-3.671,255309.0
6868,274,109,255309.0,255312.0,137.158,1989.11,-2.017,255312.0
6869,274,110,255311.0,255314.0,139.175,1986.31,-5.442,255314.0
6870,274,111,255316.0,255319.0,144.617,1980.08,0.0,255319.0
6871,274,112,255320.0,,,,,255320.0
6872,274,113,255328.0,,,,,255328.0
6873,274,114,255334.0,,,,,255334.0
6874,274,115,255343.0,,,,,255343.0
6875,275,83,256478.0,,,,,256478.0
6876,275,84,256457.0,,,,,256457.0
6877,275,85,256439.0,,,,,256439.0
6878,275,86,256421.0,,,,,256421.0
6879,275,87,256405.0,,,,,256405.0
6880,275,88,256388.0,,,,,256388.0
6881,275,89,256372.0,,,,,256372.0
6882,275,90,256358.0,,,,,256358.0
6883,275,91,256344.0,,,,,256344.0
6884,275,92,256331.0,,,,,256331.0
6885,275,93,256320.0,,,,,256320.0
6886,275,94,256308.0,,,,,256308.0
6887,275,95,256299.0,,,,,256299.0
6888,275,96,256290.0,,,,,256290.0
6889,275,97,256281.0,,,,,256281.0
6890,275,98,256273.0,,,,,256273.0
6891,275,99,256267.0,,,,,256267.0
6892,275,100,256261.0,,,,,256261.0
6893,275,101,256256.0,,,,,256256.0
6894,275,102,256251.0,,,,,256251.0
6895,275,103,256248.0,,,,,256248.0
6896,275,104,256245.0,,,,,256245.0
6897,275,105,256242.0,,,,,256242.0
6898,275,106,256241.0,,,,,256241.0
6899,275,107,256241.0,256243.0,135.691,2000.21,-0.93,256243.0
6900,275,108,256241.0,256243.0,136.621,1998.5,-2.005,256243.0
6901,275,109,256242.0,256245.0,138.625,1995.71,-2.993,256245.0
6902,275,110,256244.0,256247.0,141.618,1991.94,-3.639,256247.0
6903,275,111,256248.0,256251.0,145.257,1987.51,0.0,256251.0
6904,275,112,256253.0,,,,,256253.0
6905,275,113,256259.0,,,,,256259.0
6906,275,114,256266.0,,,,,256266.0
6907,275,115,256273.0,,,,,256273.0
6908,275,116,256282.0,,,,,256282.0
6909,276,83,257421.0,,,,,257421.0
6910,276,84,257399.0,,,,,257399.0
6911,276,85,257382.0,,,,,257382.0
6912,276,86,257360.0,,,,,257360.0
6913,276,87,257346.0,,,,,257346.0
6914,276,88,257327.0,,,,,257327.0
6915,276,89,257313.0,,,,,257313.0
6916,276,90,257296.0,,,,,257296.0
6917,276,91,257283.0,,,,,257283.0
6918,276,92,257268.0,,,,,257268.0
6919,276,93,257258.0,,,,,257258.0
6920,276,94,257245.0,,,,,257245.0
6921,276,95,257237.0,,,,,257237.0
6922,276,96,257226.0,,,,,257226.0
6923,276,97,257219.0,,,,,257219.0
6924,276,98,257209.0,,,,,257209.0
6925,276,99,257203.0,,,,,257203.0
6926,276,100,257196.0,,,,,257196.0
6927,276,101,257192.0,,,,,257192.0
6928,276,102,257185.0,,,,,257185.0
6929,276,103,257183.0,,,,,257183.0
6930,276,104,257178.0,,,,,257178.0
6931,276,105,257178.0,,,,,257178.0
6932,276,106,257175.0,,,,,257175.0
6933,276,107,257175.0,,,,,257175.0
6934,276,108,257174.0,257177.0,138.285,2004.91,-2.924,257177.0
6935,276,109,257176.0,257179.0,141.209,2001.2,-1.333,257179.0
6936,276,110,257177.0,257180.0,142.542,1999.08,-4.945,257180.0
6937,276,111,257182.0,257184.0,147.487,1993.36,-2.866,257184.0
6938,276,112,257184.0,257187.0,150.352,1989.71,0.0,257187.0
6939,276,113,257191.0,,,,,257191.0
6940,276,114,257196.0,,,,,257196.0
6941,276,115,257205.0,,,,,257205.0
6942,276,116,257212.0,,,,,257212.0
6943,277,84,258340.0,,,,,258340.0
6944,277,85,258321.0,,,,,258321.0
6945,277,86,258302.0,,,,,258302.0
6946,277,87,258284.0,,,,,258284.0
6947,277,88,258267.0,,,,,258267.0
6948,277,89,258251.0,,,,,258251.0
6949,277,90,258236.0,,,,,258236.0
6950,277,91,258222.0,,,,,258222.0
6951,277,92,258208.0,,,,,258208.0
6952,277,93,258195.0,,,,,258195.0
6953,277,94,258183.0,,,,,258183.0
6954,277,95,258173.0,,,,,258173.0
6955,277,96,258163.0,,,,,258163.0
6956,277,97,258155.0,,,,,258155.0
6957,277,98,258146.0,,,,,258146.0
6958,277,99,258139.0,,,,,258139.0
6959,277,100,258132.0,,,,,258132.0
6960,277,101,258127.0,,,,,258127.0
6961,277,102,258121.0,,,,,258121.0
6962,277,103,258118.0,,,,,258118.0
6963,277,104,258114.0,,,,,258114.0
6964,277,105,258112.0,,,,,258112.0
6965,277,106,258110.0,,,,,258110.0
6966,277,107,258109.0,,,,,258109.0
6967,277,108,258109.0,258111.0,141.493,2009.77,-1.275,258111.0
6968,277,109,258110.0,258112.0,142.768,2007.71,-2.465,258112.0
6969,277,110,258111.0,258114.0,145.233,2004.46,-2.939,258114.0
6970,277,111,258114.0,258117.0,148.172,2000.74,-4.259,258117.0
6971,277,112,258118.0,258120.0,152.43,1995.7,0.0,258120.0
6972,277,113,258123.0,,,,,258123.0
6973,277,114,258129.0,,,,,258129.0
6974,277,115,258136.0,,,,,258136.0
6975,277,116,258144.0,,,,,258144.0
6976,278,84,259279.0,,,,,259279.0
6977,278,85,259261.0,,,,,259261.0
6978,278,86,259241.0,,,,,259241.0
6979,278,87,259224.0,,,,,259224.0
6980,278,88,259206.0,,,,,259206.0
6981,278,89,259191.0,,,,,259191.0
6982,278,90,259174.0,,,,,259174.0
6983,278,91,259161.0,,,,,259161.0
6984,278,92,259146.0,,,,,259146.0
6985,278,93,259135.0,,,,,259135.0
6986,278,94,259120.0,,,,,259120.0
6987,278,95,259111.0,,,,,259111.0
6988,278,96,259099.0,,,,,259099.0
6989,278,97,259092.0,,,,,259092.0
6990,278,98,259082.0,,,,,259082.0
6991,278,99,259076.0,,,,,259076.0
6992,278,100,259067.0,,,,,259067.0
6993,278,101,259063.0,,,,,259063.0
6994,278,102,259056.0,,,,,259056.0
6995,278,103,259053.0,,,,,259053.0
6996,278,104,259048.0,,,,,259048.0
6997,278,105,259047.0,,,,,259047.0
6998,278,106,259043.0,,,,,259043.0
6999,278,107,259044.0,,,,,259044.0
7000,278,108,259042.0,,,,,259042.0
7001,278,109,259044.0,259046.0,145.599,2012.95,-0.683,259046.0
7002,278,110,259044.0,259047.0,146.282,2011.49,-4.148,259047.0
7003,278,111,259048.0,259050.0,150.43,2006.56,-2.48,259050.0
7004,278,112,259050.0,259052.0,152.91,2003.29,-5.983,259052.0
7005,278,113,259056.0,259058.0,158.893,1996.53,0.0,259058.0
7006,278,114,259060.0,,,,,259060.0
7007,278,115,259068.0,,,,,259068.0
7008,278,116,259074.0,,,,,259074.0
7009,278,117,259084.0,,,,,259084.0
7010,279,84,260220.0,,,,,260220.0
7011,279,85,260200.0,,,,,260200.0
7012,279,86,260181.0,,,,,260181.0
7013,279,87,260163.0,,,,,260163.0
7014,279,88,260145.0,,,,,260145.0
7015,279,89,260129.0,,,,,260129.0
7016,279,90,260113.0,,,,,260113.0
7017,279,91,260099.0,,,,,260099.0
7018,279,92,260085.0,,,,,260085.0
7019,279,93,260072.0,,,,,260072.0
7020,279,94,260060.0,,,,,260060.0
7021,279,95,260048.0,,,,,260048.0
7022,279,96,260037.0,,,,,260037.0
7023,279,97,260028.0,,,,,260028.0
7024,279,98,260019.0,,,,,260019.0
7025,279,99,260012.0,,,,,260012.0
7026,279,100,260004.0,,,,,260004.0
7027,279,101,259998.0,,,,,259998.0
7028,279,102,259992.0,,,,,259992.0
7029,279,103,259988.0,,,,,259988.0
7030,279,104,259983.0,,,,,259983.0
7031,279,105,259981.0,,,,,259981.0
7032,279,106,259978.0,,,,,259978.0
7033,279,107,259977.0,,,,,259977.0
7034,279,108,259977.0,,,,,259977.0
7035,279,109,259977.0,259980.0,147.246,2019.38,-1.884,259980.0
7036,279,110,259978.0,259981.0,149.13,2016.71,-2.445,259981.0
7037,279,111,259981.0,259983.0,151.574,2013.48,-3.559,259983.0
7038,279,112,259984.0,259986.0,155.133,2009.14,-4.106,259986.0
7039,279,113,259988.0,259990.0,159.239,2004.25,0.0,259990.0
7040,279,114,259992.0,,,,,259992.0
7041,279,115,259998.0,,,,,259998.0
7042,279,116,260006.0,,,,,260006.0
7043,279,117,260014.0,,,,,260014.0
7044,280,85,261140.0,,,,,261140.0
7045,280,86,261120.0,,,,,261120.0
7046,280,87,261103.0,,,,,261103.0
7047,280,88,261084.0,,,,,261084.0
7048,280,89,261069.0,,,,,261069.0
7049,280,90,261051.0,,,,,261051.0
7050,280,91,261038.0,,,,,261038.0
7051,280,92,261022.0,,,,,261022.0
7052,280,93,261010.0,,,,,261010.0
7053,280,94,260997.0,,,,,260997.0
7054,280,95,260987.0,,,,,260987.0
7055,280,96,260974.0,,,,,260974.0
7056,280,97,260966.0,,,,,260966.0
7057,280,98,260955.0,,,,,260955.0
7058,280,99,260949.0,,,,,260949.0
7059,280,100,260940.0,,,,,260940.0
7060,280,101,260935.0,,,,,260935.0
7061,280,102,260927.0,,,,,260927.0
7062,280,103,260924.0,,,,,260924.0
7063,280,104,260918.0,,,,,260918.0
7064,280,105,260916.0,,,,,260916.0
7065,280,106,260912.0,,,,,260912.0
7066,280,107,260912.0,,,,,260912.0
7067,280,108,260910.0,,,,,260910.0
7068,280,109,260911.0,,,,,260911.0
7069,280,110,260911.0,260914.0,150.26,2023.65,-3.565,260914.0
7070,280,111,260914.0,260917.0,153.825,2019.3,-1.871,260917.0
7071,280,112,260916.0,260918.0,155.697,2016.65,-5.386,260918.0
7072,280,113,260920.0,260923.0,161.083,2010.48,0.0,260923.0
7073,280,114,260923.0,,,,,260923.0
7074,280,115,260930.0,,,,,260930.0
7075,280,116,260936.0,,,,,260936.0
7076,280,117,260946.0,,,,,260946.0
7077,281,85,262080.0,,,,,262080.0
7078,281,86,262060.0,,,,,262060.0
7079,281,87,262042.0,,,,,262042.0
7080,281,88,262024.0,,,,,262024.0
7081,281,89,262007.0,,,,,262007.0
7082,281,90,261991.0,,,,,261991.0
7083,281,91,261976.0,,,,,261976.0
7084,281,92,261961.0,,,,,261961.0
7085,281,93,261948.0,,,,,261948.0
7086,281,94,261936.0,,,,,261936.0
7087,281,95,261924.0,,,,,261924.0
7088,281,96,261913.0,,,,,261913.0
7089,281,97,261903.0,,,,,261903.0
7090,281,98,261893.0,,,,,261893.0
7091,281,99,261885.0,,,,,261885.0
7092,281,100,261876.0,,,,,261876.0
7093,281,101,261870.0,,,,,261870.0
7094,281,102,261864.0,,,,,261864.0
7095,281,103,261859.0,,,,,261859.0
7096,281,104,261854.0,,,,,261854.0
7097,281,105,261850.0,,,,,261850.0
7098,281,106,261847.0,,,,,261847.0
7099,281,107,261846.0,,,,,261846.0
7100,281,108,261844.0,,,,,261844.0
7101,281,109,261844.0,,,,,261844.0
7102,281,110,261845.0,261848.0,153.241,2028.74,-1.722,261848.0
7103,281,111,261847.0,261849.0,154.963,2026.24,-3.154,261849.0
7104,281,112,261849.0,261852.0,158.117,2022.3,-3.478,261852.0
7105,281,113,261852.0,261855.0,161.596,2018.04,0.0,261855.0
7106,281,114,261856.0,,,,,261856.0
7107,281,115,261862.0,,,,,261862.0
7108,281,116,261868.0,,,,,261868.0
7109,281,117,261876.0,,,,,261876.0
7110,281,118,261885.0,,,,,261885.0
7111,282,85,263020.0,,,,,263020.0
7112,282,86,262999.0,,,,,262999.0
7113,282,87,262982.0,,,,,262982.0
7114,282,88,262962.0,,,,,262962.0
7115,282,89,262946.0,,,,,262946.0
7116,282,90,262929.0,,,,,262929.0
7117,282,91,262915.0,,,,,262915.0
7118,282,92,262899.0,,,,,262899.0
7119,282,93,262886.0,,,,,262886.0
7120,282,94,262872.0,,,,,262872.0
7121,282,95,262862.0,,,,,262862.0
7122,282,96,262850.0,,,,,262850.0
7123,282,97,262841.0,,,,,262841.0
7124,282,98,262829.0,,,,,262829.0
7125,282,99,262822.0,,,,,262822.0
7126,282,100,262812.0,,,,,262812.0
7127,282,101,262807.0,,,,,262807.0
7128,282,102,262799.0,,,,,262799.0
7129,282,103,262795.0,,,,,262795.0
7130,282,104,262789.0,,,,,262789.0
7131,282,105,262786.0,,,,,262786.0
7132,282,106,262781.0,,,,,262781.0
7133,282,107,262780.0,,,,,262780.0
7134,282,108,262778.0,,,,,262778.0
7135,282,109,262779.0,,,,,262779.0
7136,282,110,262778.0,,,,,262778.0
7137,282,111,262780.0,262783.0,157.534,2031.74,-1.283,262783.0
7138,282,112,262781.0,262784.0,158.816,2029.67,-4.821,262784.0
7139,282,113,262785.0,262789.0,163.638,2024.07,0.0,262789.0
7140,282,114,262788.0,,,,,262788.0
7141,282,115,262794.0,,,,,262794.0
7142,282,116,262799.0,,,,,262799.0
7143,282,117,262807.0,,,,,262807.0
7144,282,118,262814.0,,,,,262814.0
7145,283,86,263940.0,,,,,263940.0
7146,283,87,263921.0,,,,,263921.0
7147,283,88,263903.0,,,,,263903.0
7148,283,89,263885.0,,,,,263885.0
7149,283,90,263868.0,,,,,263868.0
7150,283,91,263853.0,,,,,263853.0
7151,283,92,263838.0,,,,,263838.0
7152,283,93,263824.0,,,,,263824.0
7153,283,94,263811.0,,,,,263811.0
7154,283,95,263799.0,,,,,263799.0
7155,283,96,263789.0,,,,,263789.0
7156,283,97,263778.0,,,,,263778.0
7157,283,98,263768.0,,,,,263768.0
7158,283,99,263758.0,,,,,263758.0
7159,283,100,263750.0,,,,,263750.0
7160,283,101,263743.0,,,,,263743.0
7161,283,102,263735.0,,,,,263735.0
7162,283,103,263730.0,,,,,263730.0
7163,283,104,263725.0,,,,,263725.0
7164,283,105,263721.0,,,,,263721.0
7165,283,106,263717.0,,,,,263717.0
7166,283,107,263714.0,,,,,263714.0
7167,283,108,263712.0,,,,,263712.0
7168,283,109,263712.0,,,,,263712.0
7169,283,110,263712.0,,,,,263712.0
7170,283,111,263713.0,263716.0,158.861,2038.48,-2.539,263716.0
7171,283,112,263715.0,263718.0,161.4,2035.16,-3.075,263718.0
7172,283,113,263717.0,263721.0,164.475,2031.3,0.0,263721.0
7173,283,114,263721.0,,,,,263721.0
7174,283,115,263726.0,,,,,263726.0
7175,283,116,263731.0,,,,,263731.0
7176,283,117,263738.0,,,,,263738.0
7177,283,118,263746.0,,,,,263746.0
7178,284,86,264879.0,,,,,264879.0
7179,284,87,264862.0,,,,,264862.0
7180,284,88,264841.0,,,,,264841.0
7181,284,89,264825.0,,,,,264825.0
7182,284,90,264807.0,,,,,264807.0
7183,284,91,264792.0,,,,,264792.0
7184,284,92,264776.0,,,,,264776.0
7185,284,93,264763.0,,,,,264763.0
7186,284,94,264748.0,,,,,264748.0
7187,284,95,264737.0,,,,,264737.0
7188,284,96,264726.0,,,,,264726.0
7189,284,97,264716.0,,,,,264716.0
7190,284,98,264704.0,,,,,264704.0
7191,284,99,264696.0,,,,,264696.0
7192,284,100,264686.0,,,,,264686.0
7193,284,101,264679.0,,,,,264679.0
7194,284,102,264671.0,,,,,264671.0
7195,284,103,264666.0,,,,,264666.0
7196,284,104,264660.0,,,,,264660.0
7197,284,105,264656.0,,,,,264656.0
7198,284,106,264651.0,,,,,264651.0
7199,284,107,264650.0,,,,,264650.0
7200,284,108,264646.0,,,,,264646.0
7201,284,109,264646.0,,,,,264646.0
7202,284,110,264645.0,,,,,264645.0
7203,284,111,264647.0,,,,,264647.0
7204,284,112,264647.0,264651.0,162.225,2042.41,-4.258,264651.0
7205,284,113,264651.0,264654.0,166.483,2037.37,0.0,264654.0
7206,284,114,264653.0,,,,,264653.0
7207,284,115,264658.0,,,,,264658.0
7208,284,116,264662.0,,,,,264662.0
7209,284,117,264670.0,,,,,264670.0
7210,284,118,264677.0,,,,,264677.0
7211,284,119,264686.0,,,,,264686.0
7212,285,86,265819.0,,,,,265819.0
7213,285,87,265801.0,,,,,265801.0
7214,285,88,265782.0,,,,,265782.0
7215,285,89,265764.0,,,,,265764.0
7216,285,90,265746.0,,,,,265746.0
7217,285,91,265730.0,,,,,265730.0
7218,285,92,265715.0,,,,,265715.0
7219,285,93,265701.0,,,,,265701.0
7220,285,94,265687.0,,,,,265687.0
7221,285,95,265675.0,,,,,265675.0
7222,285,96,265664.0,,,,,265664.0
7223,285,97,265653.0,,,,,265653.0
7224,285,98,265642.0,,,,,265642.0
7225,285,99,265633.0,,,,,265633.0
7226,285,100,265624.0,,,,,265624.0
7227,285,101,265616.0,,,,,265616.0
7228,285,102,265608.0,,,,,265608.0
7229,285,103,265602.0,,,,,265602.0
7230,285,104,265596.0,,,,,265596.0
7231,285,105,265591.0,,,,,265591.0
7232,285,106,265587.0,,,,,265587.0
7233,285,107,265584.0,,,,,265584.0
7234,285,108,265581.0,,,,,265581.0
7235,285,109,265580.0,,,,,265580.0
7236,285,110,265579.0,,,,,265579.0
7237,285,111,265580.0,,,,,265580.0
7238,285,112,265581.0,265585.0,164.983,2047.72,-2.431,265585.0
7239,285,113,265583.0,265587.0,167.415,2044.51,-3.647,265587.0
7240,285,114,265586.0,265590.0,171.062,2040.08,0.0,265590.0
7241,285,115,265590.0,,,,,265590.0
7242,285,116,265595.0,,,,,265595.0
7243,285,117,265601.0,,,,,265601.0
7244,285,118,265609.0,,,,,265609.0
7245,285,119,265617.0,,,,,265617.0
7246,286,86,266759.0,,,,,266759.0
7247,286,87,266740.0,,,,,266740.0
7248,286,88,266721.0,,,,,266721.0
7249,286,89,266704.0,,,,,266704.0
7250,286,90,266685.0,,,,,266685.0
7251,286,91,266670.0,,,,,266670.0
7252,286,92,266653.0,,,,,266653.0
7253,286,93,266640.0,,,,,266640.0
7254,286,94,266625.0,,,,,266625.0
