,A,Z,mass_theory,mass_practice,excess,binding energy,beta decay,mass
6108,252,78,234960.0,,,,,234960.0
6109,252,79,234942.0,,,,,234942.0
6110,252,80,234923.0,,,,,234923.0
6111,252,81,234909.0,,,,,234909.0
6112,252,82,234892.0,,,,,234892.0
6113,252,83,234879.0,,,,,234879.0
6114,252,84,234864.0,,,,,234864.0
6115,252,85,234854.0,,,,,234854.0
6116,252,86,234841.0,,,,,234841.0
6117,252,87,234832.0,,,,,234832.0
6118,252,88,234819.0,,,,,234819.0
6119,252,89,234811.0,,,,,234811.0
6120,252,90,234801.0,,,,,234801.0
6121,252,91,234795.0,,,,,234795.0
6122,252,92,234787.0,,,,,234787.0
6123,252,93,234783.0,,,,,234783.0
6124,252,94,234776.0,,,,,234776.0
6125,252,95,234773.0,,,,,234773.0
6126,252,96,234768.0,234767.0,79.056,1879.81,0.521,234767.0
6127,252,97,234767.0,234766.0,78.535,1879.55,2.5,234766.0
6128,252,98,234763.0,234763.0,76.0352,1881.27,-1.26,234763.0
6129,252,99,234764.0,234764.0,77.2952,1879.22,0.477674,234764.0
6130,252,100,234763.0,234763.0,76.8176,1878.92,-3.693,234763.0
6131,252,101,234766.0,234766.0,80.511,1874.44,-2.362,234766.0
6132,252,102,234767.0,234768.0,82.8721,1871.3,-5.866,234768.0
6133,252,103,234773.0,234774.0,88.738,1864.65,0.0,234774.0
6134,252,104,234776.0,,,,,234776.0
6135,252,105,234784.0,,,,,234784.0
6136,252,106,234789.0,,,,,234789.0
6137,252,107,234798.0,,,,,234798.0
6138,252,108,234806.0,,,,,234806.0
6139,253,76,235939.0,,,,,235939.0
6140,253,77,235919.0,,,,,235919.0
6141,253,78,235900.0,,,,,235900.0
6142,253,79,235881.0,,,,,235881.0
6143,253,80,235862.0,,,,,235862.0
6144,253,81,235846.0,,,,,235846.0
6145,253,82,235830.0,,,,,235830.0
6146,253,83,235816.0,,,,,235816.0
6147,253,84,235803.0,,,,,235803.0
6148,253,85,235790.0,,,,,235790.0
6149,253,86,235779.0,,,,,235779.0
6150,253,87,235768.0,,,,,235768.0
6151,253,88,235758.0,,,,,235758.0
6152,253,89,235747.0,,,,,235747.0
6153,253,90,235738.0,,,,,235738.0
6154,253,91,235731.0,,,,,235731.0
6155,253,92,235723.0,,,,,235723.0
6156,253,93,235717.0,,,,,235717.0
6157,253,94,235712.0,,,,,235712.0
6158,253,95,235707.0,,,,,235707.0
6159,253,96,235703.0,,,,,235703.0
6160,253,97,235701.0,235700.0,80.929,1885.23,1.626,235700.0
6161,253,98,235698.0,235698.0,79.3023,1886.07,0.28763,235698.0
6162,253,99,235697.0,235697.0,79.0146,1885.58,-0.334272,235697.0
6163,253,100,235697.0,235697.0,79.3489,1884.46,-1.826,235697.0
6164,253,101,235698.0,235699.0,81.175,1881.85,-3.185,235699.0
6165,253,102,235701.0,235701.0,84.3599,1877.88,-4.217,235701.0
6166,253,103,235704.0,235705.0,88.577,1872.88,-4.98,235705.0
6167,253,104,235709.0,235709.0,93.557,1867.12,0.0,235709.0
6168,253,105,235714.0,,,,,235714.0
6169,253,106,235721.0,,,,,235721.0
6170,253,107,235728.0,,,,,235728.0
6171,253,108,235737.0,,,,,235737.0
6172,253,109,235746.0,,,,,235746.0
6173,254,77,236859.0,,,,,236859.0
6174,254,78,236838.0,,,,,236838.0
6175,254,79,236820.0,,,,,236820.0
6176,254,80,236800.0,,,,,236800.0
6177,254,81,236785.0,,,,,236785.0
6178,254,82,236768.0,,,,,236768.0
6179,254,83,236755.0,,,,,236755.0
6180,254,84,236739.0,,,,,236739.0
6181,254,85,236728.0,,,,,236728.0
6182,254,86,236715.0,,,,,236715.0
6183,254,87,236706.0,,,,,236706.0
6184,254,88,236694.0,,,,,236694.0
6185,254,89,236686.0,,,,,236686.0
6186,254,90,236674.0,,,,,236674.0
6187,254,91,236667.0,,,,,236667.0
6188,254,92,236658.0,,,,,236658.0
6189,254,93,236653.0,,,,,236653.0
6190,254,94,236646.0,,,,,236646.0
6191,254,95,236643.0,,,,,236643.0
6192,254,96,236637.0,,,,,236637.0
6193,254,97,236636.0,236635.0,84.393,1889.83,3.051,236635.0
6194,254,98,236632.0,236632.0,81.342,1892.1,-0.650123,236632.0
6195,254,99,236632.0,236632.0,81.9922,1890.67,1.0878,236632.0
6196,254,100,236630.0,236630.0,80.9044,1890.98,-2.55,236630.0
6197,254,101,236632.0,236632.0,83.454,1887.64,-1.27,236632.0
6198,254,102,236632.0,236633.0,84.7247,1885.59,-5.148,236633.0
6199,254,103,236637.0,236638.0,89.873,1879.66,-3.325,236638.0
6200,254,104,236640.0,236641.0,93.198,1875.55,0.0,236641.0
6201,254,105,236646.0,,,,,236646.0
6202,254,106,236651.0,,,,,236651.0
6203,254,107,236660.0,,,,,236660.0
6204,254,108,236666.0,,,,,236666.0
6205,254,109,236677.0,,,,,236677.0
6206,255,77,237798.0,,,,,237798.0
6207,255,78,237777.0,,,,,237777.0
6208,255,79,237758.0,,,,,237758.0
6209,255,80,237739.0,,,,,237739.0
6210,255,81,237723.0,,,,,237723.0
6211,255,82,237707.0,,,,,237707.0
6212,255,83,237692.0,,,,,237692.0
6213,255,84,237678.0,,,,,237678.0
6214,255,85,237665.0,,,,,237665.0
6215,255,86,237653.0,,,,,237653.0
6216,255,87,237642.0,,,,,237642.0
6217,255,88,237631.0,,,,,237631.0
6218,255,89,237622.0,,,,,237622.0
6219,255,90,237612.0,,,,,237612.0
6220,255,91,237603.0,,,,,237603.0
6221,255,92,237595.0,,,,,237595.0
6222,255,93,237588.0,,,,,237588.0
6223,255,94,237582.0,,,,,237582.0
6224,255,95,237577.0,,,,,237577.0
6225,255,96,237573.0,,,,,237573.0
6226,255,97,237570.0,,,,,237570.0
6227,255,98,237567.0,237567.0,84.811,1896.7,0.72,237567.0
6228,255,99,237566.0,237565.0,84.0906,1896.64,0.28962,237565.0
6229,255,100,237565.0,237565.0,83.801,1896.15,-1.04338,237565.0
6230,255,101,237565.0,237565.0,84.8443,1894.32,-1.9629,237565.0
6231,255,102,237566.0,237567.0,86.8072,1891.58,-3.14007,237567.0
6232,255,103,237569.0,237569.0,89.9473,1887.66,-4.383,237569.0
6233,255,104,237572.0,237573.0,94.331,1882.49,-5.402,237573.0
6234,255,105,237577.0,237578.0,99.733,1876.31,0.0,237578.0
6235,255,106,237583.0,,,,,237583.0
6236,255,107,237590.0,,,,,237590.0
6237,255,108,237598.0,,,,,237598.0
6238,255,109,237606.0,,,,,237606.0
6239,256,77,238739.0,,,,,238739.0
6240,256,78,238716.0,,,,,238716.0
6241,256,79,238697.0,,,,,238697.0
6242,256,80,238677.0,,,,,238677.0
6243,256,81,238662.0,,,,,238662.0
6244,256,82,238644.0,,,,,238644.0
6245,256,83,238631.0,,,,,238631.0
6246,256,84,238614.0,,,,,238614.0
6247,256,85,238603.0,,,,,238603.0
6248,256,86,238589.0,,,,,238589.0
6249,256,87,238579.0,,,,,238579.0
6250,256,88,238567.0,,,,,238567.0
6251,256,89,238559.0,,,,,238559.0
6252,256,90,238548.0,,,,,238548.0
6253,256,91,238540.0,,,,,238540.0
6254,256,92,238531.0,,,,,238531.0
6255,256,93,238525.0,,,,,238525.0
6256,256,94,238517.0,,,,,238517.0
6257,256,95,238513.0,,,,,238513.0
6258,256,96,238507.0,,,,,238507.0
6259,256,97,238505.0,,,,,238505.0
6260,256,98,238501.0,238500.0,87.041,1902.55,-0.147,238500.0
6261,256,99,238500.0,238500.0,87.187,1901.62,1.7,238500.0
6262,256,100,238498.0,238498.0,85.4874,1902.54,-1.969,238498.0
6263,256,101,238499.0,238499.0,87.457,1899.78,-0.367,238499.0
6264,256,102,238499.0,238499.0,87.8239,1898.63,-3.92267,238499.0
6265,256,103,238502.0,238503.0,91.7466,1893.93,-2.47609,238503.0
6266,256,104,238504.0,238505.0,94.2227,1890.67,-6.276,238505.0
6267,256,105,238509.0,238510.0,100.499,1883.61,0.0,238510.0
6268,256,106,238513.0,,,,,238513.0
6269,256,107,238521.0,,,,,238521.0
6270,256,108,238527.0,,,,,238527.0
6271,256,109,238537.0,,,,,238537.0
6272,256,110,238545.0,,,,,238545.0
6273,257,78,239657.0,,,,,239657.0
6274,257,79,239636.0,,,,,239636.0
6275,257,80,239617.0,,,,,239617.0
6276,257,81,239600.0,,,,,239600.0
6277,257,82,239583.0,,,,,239583.0
6278,257,83,239568.0,,,,,239568.0
6279,257,84,239554.0,,,,,239554.0
6280,257,85,239539.0,,,,,239539.0
6281,257,86,239527.0,,,,,239527.0
6282,257,87,239516.0,,,,,239516.0
6283,257,88,239505.0,,,,,239505.0
6284,257,89,239495.0,,,,,239495.0
6285,257,90,239485.0,,,,,239485.0
6286,257,91,239476.0,,,,,239476.0
6287,257,92,239467.0,,,,,239467.0
6288,257,93,239460.0,,,,,239460.0
6289,257,94,239453.0,,,,,239453.0
6290,257,95,239448.0,,,,,239448.0
6291,257,96,239443.0,,,,,239443.0
6292,257,97,239439.0,,,,,239439.0
6293,257,98,239436.0,,,,,239436.0
6294,257,99,239434.0,239434.0,89.403,1907.47,0.813,239434.0
6295,257,100,239432.0,239432.0,88.5907,1907.5,-0.40642,239432.0
6296,257,101,239432.0,239432.0,88.9972,1906.31,-1.25327,239432.0
6297,257,102,239433.0,239433.0,90.2504,1904.28,-2.357,239433.0
6298,257,103,239434.0,239435.0,92.607,1901.14,-3.261,239435.0
6299,257,104,239437.0,239438.0,95.8676,1897.1,-4.341,239438.0
6300,257,105,239441.0,239442.0,100.208,1891.97,0.0,239442.0
6301,257,106,239446.0,,,,,239446.0
6302,257,107,239452.0,,,,,239452.0
6303,257,108,239459.0,,,,,239459.0
6304,257,109,239467.0,,,,,239467.0
6305,257,110,239476.0,,,,,239476.0
6306,258,78,240595.0,,,,,240595.0
6307,258,79,240576.0,,,,,240576.0
6308,258,80,240555.0,,,,,240555.0
6309,258,81,240539.0,,,,,240539.0
6310,258,82,240521.0,,,,,240521.0
6311,258,83,240507.0,,,,,240507.0
6312,258,84,240491.0,,,,,240491.0
6313,258,85,240479.0,,,,,240479.0
6314,258,86,240463.0,,,,,240463.0
6315,258,87,240454.0,,,,,240454.0
6316,258,88,240441.0,,,,,240441.0
6317,258,89,240432.0,,,,,240432.0
6318,258,90,240421.0,,,,,240421.0
6319,258,91,240414.0,,,,,240414.0
6320,258,92,240403.0,,,,,240403.0
6321,258,93,240397.0,,,,,240397.0
6322,258,94,240388.0,,,,,240388.0
6323,258,95,240384.0,,,,,240384.0
6324,258,96,240377.0,,,,,240377.0
6325,258,97,240374.0,,,,,240374.0
6326,258,98,240370.0,,,,,240370.0
6327,258,99,240369.0,240368.0,92.702,1912.25,2.275,240368.0
6328,258,100,240366.0,240366.0,90.427,1913.74,-1.261,240366.0
6329,258,101,240367.0,240367.0,91.6883,1911.69,0.209,240367.0
6330,258,102,240366.0,240366.0,91.479,1911.12,-3.304,240366.0
6331,258,103,240368.0,240369.0,94.784,1907.03,-1.559,240369.0
6332,258,104,240369.0,240370.0,96.3423,1904.69,-5.456,240370.0
6333,258,105,240374.0,240375.0,101.799,1898.45,-3.445,240375.0
6334,258,106,240377.0,240378.0,105.243,1894.23,0.0,240378.0
6335,258,107,240384.0,,,,,240384.0
6336,258,108,240389.0,,,,,240389.0
6337,258,109,240398.0,,,,,240398.0
6338,258,110,240406.0,,,,,240406.0
6339,259,78,241536.0,,,,,241536.0
6340,259,79,241515.0,,,,,241515.0
6341,259,80,241495.0,,,,,241495.0
6342,259,81,241477.0,,,,,241477.0
6343,259,82,241460.0,,,,,241460.0
6344,259,83,241444.0,,,,,241444.0
6345,259,84,241429.0,,,,,241429.0
6346,259,85,241416.0,,,,,241416.0
6347,259,86,241402.0,,,,,241402.0
6348,259,87,241390.0,,,,,241390.0
6349,259,88,241379.0,,,,,241379.0
6350,259,89,241368.0,,,,,241368.0
6351,259,90,241358.0,,,,,241358.0
6352,259,91,241349.0,,,,,241349.0
6353,259,92,241340.0,,,,,241340.0
6354,259,93,241333.0,,,,,241333.0
6355,259,94,241325.0,,,,,241325.0
6356,259,95,241319.0,,,,,241319.0
6357,259,96,241313.0,,,,,241313.0
6358,259,97,241309.0,,,,,241309.0
6359,259,98,241305.0,,,,,241305.0
6360,259,99,241302.0,,,,,241302.0
6361,259,100,241300.0,241301.0,93.705,1918.53,0.08,241301.0
6362,259,101,241300.0,241300.0,93.625,1917.83,-0.486,241300.0
6363,259,102,241300.0,241300.0,94.111,1916.56,-1.742,241300.0
6364,259,103,241301.0,241301.0,95.853,1914.04,-2.509,241301.0
6365,259,104,241303.0,241303.0,98.362,1910.75,-3.629,241303.0
6366,259,105,241306.0,241306.0,101.991,1906.33,-4.568,241306.0
6367,259,106,241309.0,241310.0,106.559,1900.98,0.0,241310.0
6368,259,107,241314.0,,,,,241314.0
6369,259,108,241321.0,,,,,241321.0
6370,259,109,241328.0,,,,,241328.0
6371,259,110,241337.0,,,,,241337.0
6372,259,111,241346.0,,,,,241346.0
6373,260,78,242475.0,,,,,242475.0
6374,260,79,242455.0,,,,,242455.0
6375,260,80,242434.0,,,,,242434.0
6376,260,81,242416.0,,,,,242416.0
6377,260,82,242398.0,,,,,242398.0
6378,260,83,242383.0,,,,,242383.0
6379,260,84,242367.0,,,,,242367.0
6380,260,85,242354.0,,,,,242354.0
6381,260,86,242339.0,,,,,242339.0
6382,260,87,242328.0,,,,,242328.0
6383,260,88,242314.0,,,,,242314.0
6384,260,89,242306.0,,,,,242306.0
6385,260,90,242294.0,,,,,242294.0
6386,260,91,242286.0,,,,,242286.0
6387,260,92,242276.0,,,,,242276.0
6388,260,93,242270.0,,,,,242270.0
6389,260,94,242261.0,,,,,242261.0
6390,260,95,242255.0,,,,,242255.0
6391,260,96,242248.0,,,,,242248.0
6392,260,97,242244.0,,,,,242244.0
6393,260,98,242239.0,,,,,242239.0
6394,260,99,242237.0,,,,,242237.0
6395,260,100,242234.0,242234.0,95.766,1924.54,-0.787,242234.0
6396,260,101,242234.0,242234.0,96.552,1922.97,0.94,242234.0
6397,260,102,242233.0,242233.0,95.612,1923.13,-2.665,242233.0
6398,260,103,242235.0,242235.0,98.277,1919.68,-0.872,242235.0
6399,260,104,242235.0,242236.0,99.149,1918.03,-4.524,242236.0
6400,260,105,242239.0,242240.0,103.673,1912.72,-2.875,242240.0
6401,260,106,242241.0,242242.0,106.548,1909.07,-6.776,242242.0
6402,260,107,242247.0,242248.0,113.324,1901.51,0.0,242248.0
6403,260,108,242251.0,,,,,242251.0
6404,260,109,242260.0,,,,,242260.0
6405,260,110,242267.0,,,,,242267.0
6406,260,111,242277.0,,,,,242277.0
6407,261,79,243394.0,,,,,243394.0
6408,261,80,243374.0,,,,,243374.0
6409,261,81,243355.0,,,,,243355.0
6410,261,82,243337.0,,,,,243337.0
6411,261,83,243321.0,,,,,243321.0
6412,261,84,243306.0,,,,,243306.0
6413,261,85,243291.0,,,,,243291.0
6414,261,86,243278.0,,,,,243278.0
6415,261,87,243265.0,,,,,243265.0
6416,261,88,243253.0,,,,,243253.0
6417,261,89,243241.0,,,,,243241.0
6418,261,90,243232.0,,,,,243232.0
6419,261,91,243222.0,,,,,243222.0
6420,261,92,243213.0,,,,,243213.0
6421,261,93,243205.0,,,,,243205.0
6422,261,94,243197.0,,,,,243197.0
6423,261,95,243191.0,,,,,243191.0
6424,261,96,243184.0,,,,,243184.0
6425,261,97,243179.0,,,,,243179.0
6426,261,98,243174.0,,,,,243174.0
6427,261,99,243171.0,,,,,243171.0
6428,261,100,243169.0,,,,,243169.0
6429,261,101,243167.0,243168.0,98.578,1929.02,0.123,243168.0
6430,261,102,243167.0,243167.0,98.456,1928.36,-1.106,243167.0
6431,261,103,243167.0,243168.0,99.562,1926.47,-1.76,243168.0
6432,261,104,243169.0,243169.0,101.322,1923.93,-2.928,243169.0
6433,261,105,243171.0,243172.0,104.25,1920.22,-3.756,243172.0
6434,261,106,243174.0,243175.0,108.006,1915.68,-5.128,243175.0
6435,261,107,243178.0,243180.0,113.135,1909.77,0.0,243180.0
6436,261,108,243184.0,,,,,243184.0
6437,261,109,243190.0,,,,,243190.0
6438,261,110,243198.0,,,,,243198.0
6439,261,111,243207.0,,,,,243207.0
6440,262,79,244334.0,,,,,244334.0
6441,262,80,244313.0,,,,,244313.0
6442,262,81,244294.0,,,,,244294.0
6443,262,82,244275.0,,,,,244275.0
6444,262,83,244260.0,,,,,244260.0
6445,262,84,244243.0,,,,,244243.0
6446,262,85,244230.0,,,,,244230.0
6447,262,86,244214.0,,,,,244214.0
6448,262,87,244203.0,,,,,244203.0
6449,262,88,244190.0,,,,,244190.0
6450,262,89,244180.0,,,,,244180.0
6451,262,90,244167.0,,,,,244167.0
6452,262,91,244159.0,,,,,244159.0
6453,262,92,244149.0,,,,,244149.0
6454,262,93,244142.0,,,,,244142.0
6455,262,94,244133.0,,,,,244133.0
6456,262,95,244127.0,,,,,244127.0
6457,262,96,244119.0,,,,,244119.0
6458,262,97,244115.0,,,,,244115.0
6459,262,98,244109.0,,,,,244109.0
6460,262,99,244107.0,,,,,244107.0
6461,262,100,244102.0,,,,,244102.0
6462,262,101,244102.0,244102.0,101.627,1934.04,1.525,244102.0
6463,262,102,244100.0,244100.0,100.102,1934.78,-2.001,244100.0
6464,262,103,244101.0,244102.0,102.103,1932.0,-0.291,244102.0
6465,262,104,244101.0,244102.0,102.394,1930.93,-3.863,244102.0
6466,262,105,244104.0,244105.0,106.257,1926.28,-2.11,244105.0
6467,262,106,244106.0,244107.0,108.367,1923.39,-6.176,244107.0
6468,262,107,244111.0,244112.0,114.543,1916.43,0.0,244112.0
6469,262,108,244115.0,,,,,244115.0
6470,262,109,244123.0,,,,,244123.0
6471,262,110,244128.0,,,,,244128.0
6472,262,111,244138.0,,,,,244138.0
6473,262,112,244146.0,,,,,244146.0
6474,263,79,245274.0,,,,,245274.0
6475,263,80,245253.0,,,,,245253.0
6476,263,81,245233.0,,,,,245233.0
6477,263,82,245215.0,,,,,245215.0
6478,263,83,245198.0,,,,,245198.0
6479,263,84,245182.0,,,,,245182.0
6480,263,85,245167.0,,,,,245167.0
6481,263,86,245153.0,,,,,245153.0
6482,263,87,245140.0,,,,,245140.0
6483,263,88,245128.0,,,,,245128.0
6484,263,89,245117.0,,,,,245117.0
6485,263,90,245105.0,,,,,245105.0
6486,263,91,245095.0,,,,,245095.0
6487,263,92,245086.0,,,,,245086.0
6488,263,93,245078.0,,,,,245078.0
6489,263,94,245070.0,,,,,245070.0
6490,263,95,245063.0,,,,,245063.0
6491,263,96,245056.0,,,,,245056.0
6492,263,97,245050.0,,,,,245050.0
6493,263,98,245045.0,,,,,245045.0
6494,263,99,245041.0,,,,,245041.0
6495,263,100,245037.0,,,,,245037.0
6496,263,101,245035.0,,,,,245035.0
6497,263,102,245034.0,245035.0,103.13,1939.83,-0.6,245035.0
6498,263,103,245034.0,245035.0,103.73,1938.44,-1.058,245035.0
6499,263,104,245035.0,245036.0,104.788,1936.6,-2.324,245036.0
6500,263,105,245037.0,245037.0,107.112,1933.5,-3.078,245037.0
6501,263,106,245039.0,245040.0,110.19,1929.64,-4.306,245040.0
6502,263,107,245043.0,245044.0,114.496,1924.55,-5.222,245044.0
6503,263,108,245048.0,245049.0,119.718,1918.54,0.0,245049.0
6504,263,109,245054.0,,,,,245054.0
6505,263,110,245060.0,,,,,245060.0
6506,263,111,245068.0,,,,,245068.0
6507,263,112,245077.0,,,,,245077.0
6508,264,80,246192.0,,,,,246192.0
6509,264,81,246173.0,,,,,246173.0
6510,264,82,246153.0,,,,,246153.0
6511,264,83,246137.0,,,,,246137.0
6512,264,84,246120.0,,,,,246120.0
6513,264,85,246106.0,,,,,246106.0
6514,264,86,246090.0,,,,,246090.0
6515,264,87,246078.0,,,,,246078.0
6516,264,88,246064.0,,,,,246064.0
6517,264,89,246054.0,,,,,246054.0
6518,264,90,246042.0,,,,,246042.0
6519,264,91,246033.0,,,,,246033.0
6520,264,92,246021.0,,,,,246021.0
6521,264,93,246015.0,,,,,246015.0
6522,264,94,246005.0,,,,,246005.0
6523,264,95,245999.0,,,,,245999.0
6524,264,96,245991.0,,,,,245991.0
6525,264,97,245987.0,,,,,245987.0
6526,264,98,245980.0,,,,,245980.0
6527,264,99,245977.0,,,,,245977.0
6528,264,100,245972.0,,,,,245972.0
6529,264,101,245970.0,,,,,245970.0
6530,264,102,245967.0,245968.0,105.011,1946.02,-1.367,245968.0
6531,264,103,245968.0,245969.0,106.377,1943.87,0.3,245969.0
6532,264,104,245967.0,245968.0,106.077,1943.39,-3.285,245968.0
6533,264,105,245970.0,245971.0,109.362,1939.32,-1.422,245971.0
6534,264,106,245971.0,245972.0,110.784,1937.11,-5.274,245972.0
6535,264,107,245976.0,245977.0,116.058,1931.06,-3.506,245977.0
6536,264,108,245979.0,245980.0,119.564,1926.77,0.0,245980.0
6537,264,109,245986.0,,,,,245986.0
6538,264,110,245991.0,,,,,245991.0
6539,264,111,246000.0,,,,,246000.0
6540,264,112,246007.0,,,,,246007.0
6541,265,80,247133.0,,,,,247133.0
6542,265,81,247112.0,,,,,247112.0
6543,265,82,247093.0,,,,,247093.0
6544,265,83,247076.0,,,,,247076.0
6545,265,84,247059.0,,,,,247059.0
6546,265,85,247044.0,,,,,247044.0
6547,265,86,247029.0,,,,,247029.0
6548,265,87,247016.0,,,,,247016.0
6549,265,88,247002.0,,,,,247002.0
6550,265,89,246991.0,,,,,246991.0
6551,265,90,246979.0,,,,,246979.0
6552,265,91,246969.0,,,,,246969.0
6553,265,92,246959.0,,,,,246959.0
6554,265,93,246950.0,,,,,246950.0
6555,265,94,246942.0,,,,,246942.0
6556,265,95,246935.0,,,,,246935.0
6557,265,96,246927.0,,,,,246927.0
6558,265,97,246922.0,,,,,246922.0
6559,265,98,246916.0,,,,,246916.0
6560,265,99,246912.0,,,,,246912.0
6561,265,100,246907.0,,,,,246907.0
6562,265,101,246904.0,,,,,246904.0
6563,265,102,246902.0,,,,,246902.0
6564,265,103,246901.0,246903.0,108.233,1950.08,-0.457,246903.0
6565,265,104,246901.0,246903.0,108.691,1948.84,-1.796,246903.0
6566,265,105,246902.0,246904.0,110.487,1946.27,-2.31,246904.0
6567,265,106,246905.0,246906.0,112.797,1943.17,-3.559,246906.0
6568,265,107,246908.0,246909.0,116.357,1938.83,-4.545,246909.0
6569,265,108,246912.0,246913.0,120.901,1933.5,-5.778,246913.0
6570,265,109,246917.0,246918.0,126.68,1926.94,0.0,246918.0
6571,265,110,246923.0,,,,,246923.0
6572,265,111,246930.0,,,,,246930.0
6573,265,112,246939.0,,,,,246939.0
6574,266,80,248073.0,,,,,248073.0
6575,266,81,248054.0,,,,,248054.0
6576,266,82,248032.0,,,,,248032.0
6577,266,83,248015.0,,,,,248015.0
6578,266,84,247997.0,,,,,247997.0
6579,266,85,247983.0,,,,,247983.0
6580,266,86,247967.0,,,,,247967.0
6581,266,87,247954.0,,,,,247954.0
6582,266,88,247940.0,,,,,247940.0
6583,266,89,247929.0,,,,,247929.0
6584,266,90,247915.0,,,,,247915.0
6585,266,91,247907.0,,,,,247907.0
6586,266,92,247895.0,,,,,247895.0
6587,266,93,247888.0,,,,,247888.0
6588,266,94,247877.0,,,,,247877.0
6589,266,95,247872.0,,,,,247872.0
6590,266,96,247863.0,,,,,247863.0
6591,266,97,247858.0,,,,,247858.0
6592,266,98,247851.0,,,,,247851.0
6593,266,99,247848.0,,,,,247848.0
6594,266,100,247842.0,,,,,247842.0
6595,266,101,247840.0,,,,,247840.0
6596,266,102,247836.0,,,,,247836.0
6597,266,103,247836.0,247837.0,111.622,1954.77,1.545,247837.0
6598,266,104,247834.0,247835.0,110.077,1955.53,-2.661,247835.0
6599,266,105,247836.0,247838.0,112.738,1952.09,-0.881,247838.0
6600,266,106,247836.0,247838.0,113.619,1950.42,-4.489,247838.0
6601,266,107,247841.0,247842.0,118.108,1945.15,-3.029,247842.0
6602,266,108,247843.0,247845.0,121.137,1941.34,-6.826,247845.0
6603,266,109,247849.0,247851.0,127.963,1933.73,0.0,247851.0
6604,266,110,247854.0,,,,,247854.0
6605,266,111,247862.0,,,,,247862.0
6606,266,112,247869.0,,,,,247869.0
6607,266,113,247879.0,,,,,247879.0
6608,267,81,248994.0,,,,,248994.0
6609,267,82,248973.0,,,,,248973.0
6610,267,83,248954.0,,,,,248954.0
6611,267,84,248937.0,,,,,248937.0
6612,267,85,248921.0,,,,,248921.0
6613,267,86,248906.0,,,,,248906.0
6614,267,87,248892.0,,,,,248892.0
6615,267,88,248878.0,,,,,248878.0
6616,267,89,248866.0,,,,,248866.0
6617,267,90,248853.0,,,,,248853.0
6618,267,91,248843.0,,,,,248843.0
6619,267,92,248833.0,,,,,248833.0
6620,267,93,248824.0,,,,,248824.0
6621,267,94,248815.0,,,,,248815.0
6622,267,95,248806.0,,,,,248806.0
6623,267,96,248800.0,,,,,248800.0
6624,267,97,248794.0,,,,,248794.0
6625,267,98,248787.0,,,,,248787.0
6626,267,99,248782.0,,,,,248782.0
6627,267,100,248778.0,,,,,248778.0
6628,267,101,248774.0,,,,,248774.0
6629,267,102,248771.0,,,,,248771.0
6630,267,103,248770.0,,,,,248770.0
6631,267,104,248768.0,248770.0,113.445,1960.23,-0.63,248770.0
6632,267,105,248769.0,248770.0,114.075,1958.82,-1.763,248770.0
6633,267,106,248770.0,248772.0,115.838,1956.27,-2.929,248772.0
6634,267,107,248773.0,248774.0,118.767,1952.56,-3.886,248774.0
6635,267,108,248776.0,248778.0,122.653,1947.9,-5.138,248778.0
6636,267,109,248781.0,248782.0,127.791,1941.97,-6.128,248782.0
6637,267,110,248786.0,248788.0,133.919,1935.06,0.0,248788.0
6638,267,111,248793.0,,,,,248793.0
6639,267,112,248801.0,,,,,248801.0
6640,267,113,248809.0,,,,,248809.0
6641,268,81,249935.0,,,,,249935.0
6642,268,82,249913.0,,,,,249913.0
6643,268,83,249895.0,,,,,249895.0
6644,268,84,249875.0,,,,,249875.0
6645,268,85,249860.0,,,,,249860.0
6646,268,86,249844.0,,,,,249844.0
6647,268,87,249830.0,,,,,249830.0
6648,268,88,249815.0,,,,,249815.0
6649,268,89,249804.0,,,,,249804.0
6650,268,90,249790.0,,,,,249790.0
6651,268,91,249780.0,,,,,249780.0
6652,268,92,249768.0,,,,,249768.0
6653,268,93,249761.0,,,,,249761.0
6654,268,94,249750.0,,,,,249750.0
6655,268,95,249744.0,,,,,249744.0
6656,268,96,249734.0,,,,,249734.0
6657,268,97,249730.0,,,,,249730.0
6658,268,98,249722.0,,,,,249722.0
6659,268,99,249718.0,,,,,249718.0
6660,268,100,249712.0,,,,,249712.0
6661,268,101,249710.0,,,,,249710.0
6662,268,102,249705.0,,,,,249705.0
6663,268,103,249705.0,,,,,249705.0
6664,268,104,249702.0,249704.0,115.476,1966.27,-1.587,249704.0
6665,268,105,249703.0,249705.0,117.062,1963.9,0.26,249705.0
6666,268,106,249702.0,249704.0,116.802,1963.38,-4.005,249704.0
6667,268,107,249706.0,249708.0,120.807,1958.59,-2.024,249708.0
6668,268,108,249708.0,249709.0,122.831,1955.79,-6.319,249709.0
6669,268,109,249713.0,249715.0,129.151,1948.69,-4.498,249715.0
6670,268,110,249717.0,249719.0,133.649,1943.41,0.0,249719.0
6671,268,111,249725.0,,,,,249725.0
6672,268,112,249731.0,,,,,249731.0
6673,268,113,249741.0,,,,,249741.0
6674,269,81,250876.0,,,,,250876.0
6675,269,82,250854.0,,,,,250854.0
6676,269,83,250835.0,,,,,250835.0
6677,269,84,250816.0,,,,,250816.0
6678,269,85,250799.0,,,,,250799.0
6679,269,86,250783.0,,,,,250783.0
6680,269,87,250768.0,,,,,250768.0
6681,269,88,250754.0,,,,,250754.0
6682,269,89,250741.0,,,,,250741.0
